message,is_otp,split
948907 is your OTP to log in.,1,train
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,0,train
Enter 416454 to complete your login.,1,train
288420 is your OTP to log in.,1,train
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),0,train
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",0,train
Your verification code is 734759.,1,train
"Until 545 lor... Ya, can go 4 dinner together...",0,train
Your verification code is 186793.,1,train
Should I tell my friend not to come round til like  &lt;#&gt; ish?,0,train
815650 is your OTP to log in.,1,train
Your verification code is 260624.,1,val
Enter 579136 to complete your login.,1,train
225913 is your OTP to log in.,1,train
461169 is your OTP to log in.,1,train
Security code: 146497. Do not share.,1,train
Enter 426976 to complete your login.,1,train
Use 112888 to verify your account.,1,val
Dont gimme that lip caveboy,0,train
Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,0,train
Gudnite....tc...practice going on,0,train
Your account will be locked. Enter 885712 at our fake portal.,1,train
"Sorry, I'll call later",0,train
Sorry. || mail? ||,0,train
Use 427240 to verify your account.,1,train
Security code: 746182. Do not share.,1,train
Urgent: Your bank account is compromised. Call 554653 now.,1,train
Enter 884864 to complete your login.,1,train
Your brother is a genius,0,train
Anything lar...,0,train
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",0,val
Enter 466258 to complete your login.,1,train
Waaaat?? Lololo ok next time then!,0,train
Your verification code is 384087.,1,train
Win a new iPhone by entering code 789161 here!,1,train
Ok.ok ok..then..whats ur todays plan,0,train
CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,0,val
Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,0,train
Get a loan approved instantly. Reply with 678579.,1,train
"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3x£150pw to e£nd txt stop",0,val
"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOOD NIGHT",0,train
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",0,train
Security code: 881803. Do not share.,1,train
Congratulations! You've won a free gift. Claim now using code 789943.,1,train
Every monday..nxt week vl be completing..,0,train
Use 529234 to verify your account.,1,train
Security code: 637642. Do not share.,1,train
Your verification code is 802359.,1,train
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,0,train
Use 459852 to verify your account.,1,train
Your verification code is 125514.,1,train
Use 577381 to verify your account.,1,train
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,0,train
excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,0,train
Your verification code is 854875.,1,train
Enter 924368 to complete your login.,1,train
08714712388 between 10am-7pm Cost 10p,0,train
266126 is your OTP to log in.,1,val
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,0,train
Your account will be locked. Enter 959653 at our fake portal.,1,train
Enter 698149 to complete your login.,1,train
Your verification code is 239071.,1,train
397120 is your OTP to log in.,1,train
Congratulations! You've won a free gift. Claim now using code 496740.,1,train
"It‘s reassuring, in this crazy world.",0,train
Enter 207310 to complete your login.,1,train
University of southern california.,0,train
Security code: 812468. Do not share.,1,train
Just got outta class gonna go gym.,0,train
Use 881890 to verify your account.,1,val
865259 is your OTP to log in.,1,train
251456 is your OTP to log in.,1,val
"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0,train
"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive £5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",0,train
85233 FREE>Ringtone!Reply REAL,0,train
Security code: 436694. Do not share.,1,train
Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel,0,train
Your verification code is 469403.,1,train
"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",0,train
Use 884482 to verify your account.,1,train
Love it! I want to flood that pretty pussy with cum...,0,train
Use 465211 to verify your account.,1,train
God bless.get good sleep my dear...i will pray!,0,train
Enter 607594 to complete your login.,1,train
Your verification code is 276947.,1,train
Congratulations! You've won a free gift. Claim now using code 807622.,1,train
Your verification code is 696371.,1,train
Its like that hotel dusk game i think. You solve puzzles in a area thing,0,train
Enter 314583 to complete your login.,1,train
Enter 288770 to complete your login.,1,train
392504 is your OTP to log in.,1,train
Your verification code is 164432.,1,train
Win a new iPhone by entering code 422152 here!,1,val
Enter 230433 to complete your login.,1,train
You can jot down things you want to remember later.,0,train
Win a new iPhone by entering code 411849 here!,1,train
Hi. Hope you had a good day. Have a better night.,0,train
Security code: 825495. Do not share.,1,train
I went to ur hon lab but no one is there.,0,val
Yesterday its with me only . Now am going home.,0,train
Use 763027 to verify your account.,1,train
Your verification code is 699927.,1,train
Well thats nice. Too bad i cant eat it,0,train
Tell rob to mack his gf in the theater,0,train
636619 is your OTP to log in.,1,train
Did u see what I posted on your Facebook?,0,train
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0,train
This message is from a great Doctor in India:-): 1) Do not drink APPY FIZZ. It contains Cancer causing age,0,train
Security code: 877017. Do not share.,1,train
CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,0,train
Enter 481968 to complete your login.,1,val
Enter 952400 to complete your login.,1,train
Your verification code is 617281.,1,train
Use 502967 to verify your account.,1,train
466142 is your OTP to log in.,1,train
I notice you like looking in the shit mirror youre turning into a right freak,0,val
"This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",0,train
Security code: 753497. Do not share.,1,train
Enter 454910 to complete your login.,1,train
U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,0,train
"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0,val
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),0,val
Use 154124 to verify your account.,1,train
Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0,train
Get a loan approved instantly. Reply with 309023.,1,train
Your verification code is 665644.,1,train
754576 is your OTP to log in.,1,train
Use 612801 to verify your account.,1,train
705931 is your OTP to log in.,1,train
No probs hon! How u doinat the mo?,0,train
Apps class varaya elaya.,0,train
Your verification code is 213687.,1,train
Use 904203 to verify your account.,1,train
Use 884898 to verify your account.,1,train
Security code: 977103. Do not share.,1,train
I think that tantrum's finished so yeah I'll be by at some point,0,train
789632 is your OTP to log in.,1,train
Theyre doing it to lots of places. Only hospitals and medical places are safe.,0,train
Your verification code is 349024.,1,val
"Sorry, I'll call later",0,train
900708 is your OTP to log in.,1,train
143807 is your OTP to log in.,1,val
I've told you everything will stop. Just dont let her get dehydrated.,0,train
Security code: 160629. Do not share.,1,train
Enter 956301 to complete your login.,1,train
Your verification code is 736417.,1,train
If india win or level series means this is record:),0,train
Enter 981082 to complete your login.,1,val
Use 665720 to verify your account.,1,train
Enter 219219 to complete your login.,1,train
Ü v ma fan...,0,train
Your verification code is 343699.,1,train
Use 502054 to verify your account.,1,train
Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,0,train
It's justbeen overa week since we broke up and already our brains are going to mush!,0,train
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,train
Congratulations! You've won a free gift. Claim now using code 322192.,1,train
Fuck babe ... What happened to you ? How come you never came back?,0,train
"Urgent! Please call 0906346330. Your ABTA complimentary 4* Spanish Holiday or £10,000 cash await collection SAE T&Cs BOX 47 PO19 2EZ 150ppm 18+",0,train
427107 is your OTP to log in.,1,train
Security code: 144359. Do not share.,1,train
Enter 439111 to complete your login.,1,train
542509 is your OTP to log in.,1,train
Your verification code is 368048.,1,val
876115 is your OTP to log in.,1,val
Urgent: Your bank account is compromised. Call 187520 now.,1,train
905175 is your OTP to log in.,1,train
Use 504324 to verify your account.,1,train
Enter 135326 to complete your login.,1,train
768690 is your OTP to log in.,1,train
Yeah get the unlimited,0,train
Hasn't that been the pattern recently crap weekends?,0,val
685163 is your OTP to log in.,1,train
Use 494310 to verify your account.,1,train
Security code: 329129. Do not share.,1,train
I asked sen to come chennai and search for job.,0,train
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,0,train
890071 is your OTP to log in.,1,train
Use 188809 to verify your account.,1,train
187879 is your OTP to log in.,1,train
Security code: 422220. Do not share.,1,train
Sure! I am driving but will reach my destination soon.,0,train
Enter 782723 to complete your login.,1,train
Use 758632 to verify your account.,1,train
138041 is your OTP to log in.,1,train
Enter 942199 to complete your login.,1,train
Enter 669506 to complete your login.,1,train
at bruce b downs &amp; fletcher now,0,train
Security code: 896118. Do not share.,1,val
You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,0,train
Your verification code is 361963.,1,train
Enter 821439 to complete your login.,1,train
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,0,train
In e msg jus now. U said thanks for gift.,0,train
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",0,train
Enter 116752 to complete your login.,1,train
795133 is your OTP to log in.,1,train
Your account will be locked. Enter 260475 at our fake portal.,1,train
Your verification code is 482863.,1,train
Your verification code is 910360.,1,train
Security code: 946040. Do not share.,1,train
Your verification code is 224798.,1,val
Ambrith..madurai..met u in arun dha marrge..remembr?,0,train
Your verification code is 855303.,1,train
Security code: 461105. Do not share.,1,train
Enter 738772 to complete your login.,1,train
782411 is your OTP to log in.,1,train
Security code: 723163. Do not share.,1,train
What is important is that you prevent dehydration by giving her enough fluids,0,train
Use 826666 to verify your account.,1,train
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",0,val
Win a new iPhone by entering code 580695 here!,1,train
Ummma.will call after check in.our life will begin from qatar so pls pray very hard.,0,train
Enter 769064 to complete your login.,1,train
484114 is your OTP to log in.,1,train
Use 640880 to verify your account.,1,val
Security code: 409239. Do not share.,1,train
ok. I am a gentleman and will treat you with dignity and respect.,0,train
327913 is your OTP to log in.,1,train
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",0,train
Can you pls send me that company name. In saibaba colany,0,train
Enter 778698 to complete your login.,1,train
Enter 137902 to complete your login.,1,train
"Wat time liao, where still got.",0,train
Use 551633 to verify your account.,1,train
I need details about that online job.,0,train
So what do you guys do.,0,val
Security code: 449465. Do not share.,1,train
Get a loan approved instantly. Reply with 971188.,1,train
Enter 264063 to complete your login.,1,train
Ok... Help me ask if she's working tmr a not?,0,train
Enter 245411 to complete your login.,1,train
Enter 483576 to complete your login.,1,val
Enter 548063 to complete your login.,1,train
Enter 826995 to complete your login.,1,train
Your verification code is 459864.,1,train
Your verification code is 307201.,1,train
Use 288920 to verify your account.,1,train
Your verification code is 629596.,1,train
Enter 981460 to complete your login.,1,train
Enter 522548 to complete your login.,1,train
Security code: 216519. Do not share.,1,train
739775 is your OTP to log in.,1,val
Security code: 124968. Do not share.,1,val
Enter 975111 to complete your login.,1,train
Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,0,train
Enter 463502 to complete your login.,1,train
You see the requirements please,0,train
Your verification code is 365219.,1,train
Enter 485569 to complete your login.,1,val
Am slow in using biola's fne,0,train
Normally i use to drink more water daily:),0,val
Use 671518 to verify your account.,1,train
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,0,train
Enter 355523 to complete your login.,1,train
Get a loan approved instantly. Reply with 329582.,1,train
R we still meeting 4 dinner tonight?,0,train
Yup ok...,0,train
922239 is your OTP to log in.,1,train
Security code: 350714. Do not share.,1,train
Your verification code is 924295.,1,train
Your verification code is 674635.,1,train
Get a loan approved instantly. Reply with 835274.,1,train
Security code: 754729. Do not share.,1,train
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",0,train
Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,train
Enter 996944 to complete your login.,1,val
Your verification code is 343408.,1,train
Enter 236571 to complete your login.,1,train
166665 is your OTP to log in.,1,train
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,train
Jus finish bathing...,0,train
Enter 674266 to complete your login.,1,train
Use 822594 to verify your account.,1,train
Your verification code is 346248.,1,train
Use 396660 to verify your account.,1,train
I'm meeting Darren...,0,train
What time is ur flight tmr?,0,train
Security code: 616757. Do not share.,1,train
i am seeking a lady in the street and a freak in the sheets. Is that you?,0,val
Security code: 208266. Do not share.,1,train
639015 is your OTP to log in.,1,val
Security code: 610460. Do not share.,1,train
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,0,train
Your account will be locked. Enter 219817 at our fake portal.,1,train
Urgent: Your bank account is compromised. Call 920383 now.,1,train
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",0,val
"I think I‘m waiting for the same bus! Inform me when you get there, if you ever get there.",0,train
Security code: 336083. Do not share.,1,train
Also maaaan are you missing out,0,train
Do you know when dad will be back?,0,train
Enter 382528 to complete your login.,1,train
Your verification code is 181376.,1,train
Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .,0,val
Use 493220 to verify your account.,1,train
Security code: 553439. Do not share.,1,train
Enter 972299 to complete your login.,1,train
Security code: 803707. Do not share.,1,train
Enter 198989 to complete your login.,1,val
Your verification code is 344282.,1,train
Use 799967 to verify your account.,1,train
Use 782310 to verify your account.,1,train
Your verification code is 378508.,1,train
498080 is your OTP to log in.,1,train
Security code: 880275. Do not share.,1,train
Ay wana meet on sat?ü wkg on sat?,0,train
Your verification code is 148232.,1,train
627179 is your OTP to log in.,1,train
745357 is your OTP to log in.,1,train
Enter 865644 to complete your login.,1,train
571752 is your OTP to log in.,1,train
Security code: 125085. Do not share.,1,train
649447 is your OTP to log in.,1,train
U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,0,train
Use 195380 to verify your account.,1,train
Check wid corect speling i.e. Sarcasm,0,val
Hey i will be late ah... Meet you at 945+,0,train
"It‘s £6 to get in, is that ok?",0,train
"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18",0,train
Id have to check but there's only like 1 bowls worth left,0,train
Security code: 438972. Do not share.,1,train
Your verification code is 387315.,1,train
Your verification code is 988356.,1,train
109726 is your OTP to log in.,1,train
Security code: 372975. Do not share.,1,train
How much u trying to get?,0,train
Security code: 845610. Do not share.,1,train
Nah dub but je still buff,0,train
765215 is your OTP to log in.,1,train
Tell dear what happen to you. Why you talking to me like an alian,0,train
Use 846173 to verify your account.,1,train
Your verification code is 972563.,1,train
Security code: 422739. Do not share.,1,train
Use 285734 to verify your account.,1,train
Enter 762673 to complete your login.,1,train
605382 is your OTP to log in.,1,train
518744 is your OTP to log in.,1,train
Yes its possible but dint try. Pls dont tell to any one k,0,train
Enter 796248 to complete your login.,1,train
No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,0,train
Security code: 849368. Do not share.,1,train
"life alle mone,eppolum oru pole allalo",0,train
Use 553730 to verify your account.,1,train
Security code: 766207. Do not share.,1,train
Okay lor... Will they still let us go a not ah? Coz they will not know until later. We drop our cards into the box right?,0,train
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,0,train
07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow,0,train
746371 is your OTP to log in.,1,train
Get ready for  &lt;#&gt;  inches of pleasure...,0,train
892117 is your OTP to log in.,1,train
Buy one egg for me da..please:),0,train
Use 259952 to verify your account.,1,train
258975 is your OTP to log in.,1,val
Use 209042 to verify your account.,1,train
Your verification code is 402677.,1,train
"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",0,train
Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,0,train
"Its ok, called mom instead have fun",0,val
Your verification code is 192733.,1,train
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",0,train
Enter 534704 to complete your login.,1,train
So how's the weather over there?,0,train
Security code: 877072. Do not share.,1,train
"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. ..",0,val
Security code: 132693. Do not share.,1,train
Your verification code is 632806.,1,train
225821 is your OTP to log in.,1,train
375126 is your OTP to log in.,1,train
Security code: 255835. Do not share.,1,train
Gud mrng dear hav a nice day,0,train
851002 is your OTP to log in.,1,train
Use 690804 to verify your account.,1,train
No plans yet. What are you doing ?,0,train
Enter 767073 to complete your login.,1,val
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0,train
186807 is your OTP to log in.,1,val
Security code: 867933. Do not share.,1,train
Your verification code is 161992.,1,train
"that would be good … I'll phone you tomo lunchtime, shall I, to organise something?",0,train
Use 530340 to verify your account.,1,train
I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,train
Use 494003 to verify your account.,1,val
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",0,train
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,0,train
Use 173094 to verify your account.,1,train
Enter 676491 to complete your login.,1,train
Use 627583 to verify your account.,1,train
Your account will be locked. Enter 288922 at our fake portal.,1,train
Dear reached railway. What happen to you,0,train
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,0,train
Enter 166165 to complete your login.,1,train
What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0,train
So do you have samus shoulders yet,0,train
567372 is your OTP to log in.,1,train
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,0,train
Enter 743403 to complete your login.,1,train
Much better now thanks lol,0,train
Enter 171733 to complete your login.,1,train
Security code: 640152. Do not share.,1,train
Security code: 279534. Do not share.,1,train
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",0,train
Hey you still want to go for yogasana? Coz if we end at cine then can go bathe and hav the steam bath,0,train
Your verification code is 635739.,1,train
"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",0,train
How abt making some of the pics bigger?,0,train
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,0,train
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,0,train
614461 is your OTP to log in.,1,train
I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0,train
"Sir, I am waiting for your mail.",0,train
165055 is your OTP to log in.,1,train
Security code: 158170. Do not share.,1,train
697101 is your OTP to log in.,1,train
Enter 368943 to complete your login.,1,train
From tomorrow onwards eve 6 to 3 work.,0,train
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",0,train
126505 is your OTP to log in.,1,train
Enter 716902 to complete your login.,1,train
Your verification code is 598004.,1,train
Use 546333 to verify your account.,1,train
I'm going 2 orchard now laready me reaching soon. U reaching?,0,train
Use 611297 to verify your account.,1,train
If we win its really no 1 side for long time.,0,train
787577 is your OTP to log in.,1,train
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,0,train
Enter 471232 to complete your login.,1,train
Use 508101 to verify your account.,1,val
Security code: 691880. Do not share.,1,train
Congratulations! You've won a free gift. Claim now using code 551680.,1,train
Your verification code is 627570.,1,train
Use 289078 to verify your account.,1,train
Enter 466962 to complete your login.,1,train
Sounds great! Im going to sleep now. Have a good night!,0,val
Security code: 333557. Do not share.,1,train
25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,0,train
say thanks2.,0,train
Use 417949 to verify your account.,1,train
Your verification code is 116791.,1,train
Your verification code is 771447.,1,train
"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",0,train
Security code: 287430. Do not share.,1,train
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,0,val
Your verification code is 164208.,1,train
Use 372864 to verify your account.,1,train
Oh thanks a lot..i already bought 2 eggs ..,0,train
Security code: 710895. Do not share.,1,train
135078 is your OTP to log in.,1,train
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,0,val
Lmao. Take a pic and send it to me.,0,train
Oh yah... We never cancel leh... Haha,0,train
Use 273782 to verify your account.,1,train
S'fine. Anytime. All the best with it.,0,train
Get a loan approved instantly. Reply with 503579.,1,val
Get a loan approved instantly. Reply with 490129.,1,train
451920 is your OTP to log in.,1,train
Security code: 425512. Do not share.,1,train
But i have to. I like to have love and arrange.,0,train
WOT U UP 2 J?,0,train
Use 226061 to verify your account.,1,train
Your verification code is 994476.,1,train
"Oh right, ok. I'll make sure that i do loads of work during the day!  got a really nasty cough today and is dry n shot so that should really help it!",0,train
Networking job is there.,0,train
Enter 265841 to complete your login.,1,train
Security code: 846644. Do not share.,1,train
Enter 326170 to complete your login.,1,train
Your verification code is 802619.,1,train
Security code: 678846. Do not share.,1,train
Your verification code is 518392.,1,train
Enter 869743 to complete your login.,1,train
Your verification code is 864298.,1,val
Get a loan approved instantly. Reply with 657269.,1,train
Enter 233960 to complete your login.,1,train
Use 965026 to verify your account.,1,train
Your verification code is 555527.,1,train
"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",0,train
Your account will be locked. Enter 569763 at our fake portal.,1,val
I can't describe how lucky you are that I'm actually awake by noon,0,train
Pathaya enketa maraikara pa',0,train
Your verification code is 570136.,1,train
Your verification code is 622760.,1,val
Your verification code is 180526.,1,train
951828 is your OTP to log in.,1,train
958517 is your OTP to log in.,1,train
"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",0,train
Your verification code is 407578.,1,train
335927 is your OTP to log in.,1,train
Will it help if we propose going back again tomorrow,0,train
Congratulations! You've won a free gift. Claim now using code 228268.,1,train
842234 is your OTP to log in.,1,train
868275 is your OTP to log in.,1,train
Your verification code is 223581.,1,train
Your verification code is 452460.,1,train
Enter 786778 to complete your login.,1,train
That seems unnecessarily affectionate,0,train
Use 537273 to verify your account.,1,train
394191 is your OTP to log in.,1,train
* Will be september by then!,0,train
Use 660894 to verify your account.,1,train
Security code: 609186. Do not share.,1,val
Congratulations! You've won a free gift. Claim now using code 840383.,1,train
PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04,0,train
Your verification code is 788250.,1,train
870324 is your OTP to log in.,1,train
Free any day but i finish at 6 on mon n thurs...,0,train
Your verification code is 526343.,1,train
Your verification code is 498999.,1,train
Going for dinner.msg you after.,0,train
Your verification code is 193320.,1,train
Use 730624 to verify your account.,1,train
Your verification code is 568390.,1,train
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",0,val
Use 201056 to verify your account.,1,train
Use 637888 to verify your account.,1,train
550042 is your OTP to log in.,1,train
:-) :-),0,train
604460 is your OTP to log in.,1,train
150790 is your OTP to log in.,1,train
"Lol you forgot it eh ? Yes, I'll bring it in babe",0,train
Security code: 214876. Do not share.,1,train
Enter 240007 to complete your login.,1,train
Congratulations! You've won a free gift. Claim now using code 459973.,1,val
That was random saw my old roomate on campus. He graduated,0,train
145822 is your OTP to log in.,1,train
"Sorry, I'll call later",0,train
869143 is your OTP to log in.,1,train
Use 608882 to verify your account.,1,train
Security code: 275469. Do not share.,1,val
Win a new iPhone by entering code 272369 here!,1,train
Use 656447 to verify your account.,1,train
607908 is your OTP to log in.,1,train
I will spoil you in bed as well :),0,train
Use 923882 to verify your account.,1,train
Your verification code is 429459.,1,train
"No worries, hope photo shoot went well. have a spiffing fun at workage.",0,train
"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0,train
Your verification code is 720937.,1,train
Your verification code is 227695.,1,train
Your verification code is 482802.,1,train
New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,0,train
Your verification code is 816688.,1,train
Use 336617 to verify your account.,1,train
Enter 867127 to complete your login.,1,train
I'm still pretty weak today .. Bad day ?,0,train
Enter 503779 to complete your login.,1,train
Your verification code is 127334.,1,train
Can ü send me a copy of da report?,0,train
Your verification code is 978433.,1,train
Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,0,train
Your account will be locked. Enter 971022 at our fake portal.,1,train
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,0,train
Your verification code is 292450.,1,train
Congratulations! You've won a free gift. Claim now using code 183003.,1,train
Urgent: Your bank account is compromised. Call 686811 now.,1,train
Sure but since my parents will be working on Tuesday I don't really need a cover story,0,train
Ok...,0,train
Use 997795 to verify your account.,1,train
101447 is your OTP to log in.,1,train
559681 is your OTP to log in.,1,train
Your verification code is 732570.,1,train
Enter 276390 to complete your login.,1,train
Were trying to find a Chinese food place around here,0,train
